TXT_TIPO;TIPO;ALTOTABLA;TXT_COLOR;COLOR;ANCHOTABLA;TRANSPARENTE;MATE;BRONCE;GRIS;GRIS OSCURO;ESPECIAL
ABATDOBMAG;06;2700;ESPECIAL;ESP;1600;1141,294;1547,925;1255,531;1255,531;1547,925;1702,718
ABATDOBMAG;06;2700;ESPECIAL;ESP;1800;1178,742;1636,202;1307,258;1307,258;1636,202;1799,822
ABATDOBMAG;06;2700;ESPECIAL;ESP;2000;1216,19;1724,479;1358,986;1358,986;1724,479;1896,927
ABATIBLECERR;15;2700;BLANCO MATE;L.BM03;600;692,652;831,275;731,596;731,596;831,275;914,402
ABATIBLECERR;15;2700;BLANCO MATE;L.BM03;800;709,471;871,198;754,906;754,906;871,198;958,318
ABATIBLECERR;15;2700;BLANCO MATE;L.BM03;700;726,29;911,122;778,215;778,215;911,122;1002,234
ABATIBLECERR;15;2700;BLANCO MATE;L.BM03;900;743,109;951,045;801,525;801,525;951,045;1046,15
ABATIBLECERR;15;2700;BLANCO MATE;L.BM03;1000;759,928;990,968;824,835;824,835;990,968;1090,065
ABATIBLECERR;15;2700;BLANCO MATE;L.BM03;1100;776,747;1030,891;848,145;848,145;1030,891;1133,98
ABATIBLECERR;15;2500;BLANCO MATE;L.BM03;600;663,283;779,846;695,457;695,457;779,846;857,83
ABATIBLECERR;15;2500;BLANCO MATE;L.BM03;800;678,137;814,127;715,674;715,674;814,127;895,539
ABATIBLECERR;15;2500;BLANCO MATE;L.BM03;700;618,642;848,409;735,891;735,891;848,409;933,25
ABATIBLECERR;15;2500;BLANCO MATE;L.BM03;900;707,846;882,691;756,107;756,107;882,691;970,96
ABATIBLECERR;15;2500;BLANCO MATE;L.BM03;1000;722,7;916,972;776,324;776,324;916,972;1008,669
ABATIBLECERR;15;2500;BLANCO MATE;L.BM03;1100;758,565;993,883;824,674;824,674;993,883;1093,272
ABATIBLECERR;15;2700;NEGRO MATE TEXT;L.NMT;600;666,434;805,059;705,379;705,379;805,059;885,564
ABATIBLECERR;15;2700;NEGRO MATE TEXT;L.NMT;800;683,255;844,981;728,688;728,688;844,981;929,479
ABATIBLECERR;15;2700;NEGRO MATE TEXT;L.NMT;700;700,072;884,905;751,998;751,998;884,905;973,395
ABATIBLECERR;15;2700;NEGRO MATE TEXT;L.NMT;900;716,891;924,828;775,308;775,308;924,828;1017,31
ABATIBLECERR;15;2700;NEGRO MATE TEXT;L.NMT;1000;733,737;964,751;798,618;798,618;964,751;1061,226
ABATIBLECERR;15;2700;NEGRO MATE TEXT;L.NMT;1100;750,529;1004,673;821,927;821,927;1004,673;1105,141
ABATIBLECERR;15;2500;NEGRO MATE TEXT;L.NMT;600;663,283;779,846;695,457;695,457;779,846;857,83
ABATIBLECERR;15;2500;NEGRO MATE TEXT;L.NMT;800;678,137;814,127;715,674;715,674;814,127;895,539
ABATIBLECERR;15;2500;NEGRO MATE TEXT;L.NMT;700;618,642;848,409;735,891;735,891;848,409;933,25
ABATIBLECERR;15;2500;NEGRO MATE TEXT;L.NMT;900;707,846;882,691;756,107;756,107;882,691;970,96
ABATIBLECERR;15;2500;NEGRO MATE TEXT;L.NMT;1000;722,7;916,972;776,324;776,324;916,972;1008,669
ABATIBLECERR;15;2500;NEGRO MATE TEXT;L.NMT;1100;758,565;993,883;824,674;824,674;993,883;1093,272
ABATIBLECERR;15;2700;CORTEN;L.C;600;666,434;805,059;705,379;705,379;805,059;885,564
ABATIBLECERR;15;2700;CORTEN;L.C;800;683,255;844,981;728,688;728,688;844,981;929,479
ABATIBLECERR;15;2700;CORTEN;L.C;700;700,072;884,905;751,998;751,998;884,905;973,395
ABATIBLECERR;15;2700;CORTEN;L.C;900;716,891;924,828;775,308;775,308;924,828;1017,31
ABATIBLECERR;15;2700;CORTEN;L.C;1000;733,737;964,751;798,618;798,618;964,751;1061,226
ABATIBLECERR;15;2700;CORTEN;L.C;1100;750,529;1004,673;821,927;821,927;1004,673;1105,141
ABATIBLECERR;15;2500;CORTEN;L.C;600;663,283;779,846;695,457;695,457;779,846;857,83
ABATIBLECERR;15;2500;CORTEN;L.C;800;678,137;814,127;715,674;715,674;814,127;895,539
ABATIBLECERR;15;2500;CORTEN;L.C;700;618,642;848,409;735,891;735,891;848,409;933,25
ABATIBLECERR;15;2500;CORTEN;L.C;900;707,846;882,691;756,107;756,107;882,691;970,96
ABATIBLECERR;15;2500;CORTEN;L.C;1000;722,7;916,972;776,324;776,324;916,972;1008,669
ABATIBLECERR;15;2500;CORTEN;L.C;1100;758,565;993,883;824,674;824,674;993,883;1093,272
ABATIBLECERR;15;2700;ROBLE;C.RB;600;794,507;933,131;833,451;833,451;933,131;1026,444
ABATIBLECERR;15;2700;ROBLE;C.RB;800;812,588;974,317;858,023;858,023;974,317;1071,748
ABATIBLECERR;15;2700;ROBLE;C.RB;700;830,67;1015,501;882,595;882,595;1015,501;1117,051
ABATIBLECERR;15;2700;ROBLE;C.RB;900;848,751;1056,687;907,167;907,167;1056,687;1162,356
ABATIBLECERR;15;2700;ROBLE;C.RB;1000;866,832;1997,657;931,74;931,74;1997,657;2197,423
ABATIBLECERR;15;2700;ROBLE;C.RB;1100;884,914;1139,058;956,312;956,312;1139,058;1252,964
ABATIBLECERR;15;2500;ROBLE;C.RB;600;763,471;880,034;795,646;795,646;880,034;968,038
ABATIBLECERR;15;2500;ROBLE;C.RB;800;779,588;915,578;817,125;817,125;915,578;1007,136
ABATIBLECERR;15;2500;ROBLE;C.RB;700;795,705;951,123;838,603;838,603;951,123;1046,235
ABATIBLECERR;15;2500;ROBLE;C.RB;900;811,822;986,666;860,083;860,083;986,666;1085,333
ABATIBLECERR;15;2500;ROBLE;C.RB;1000;827,939;1022,211;881,562;881,562;1022,211;1124,432
ABATIBLECERR;15;2500;ROBLE;C.RB;1100;865,065;1100,384;931,174;931,174;1100,384;1210,422
ABATIBLECERR;15;2700;NOGAL;C.NG;600;811,441;950,066;850,386;850,386;950,066;1045,073
ABATIBLECERR;15;2700;NOGAL;C.NG;800;830,031;991,759;875,466;875,466;991,759;1090,934
ABATIBLECERR;15;2700;NOGAL;C.NG;700;848,621;1033,453;900,547;900,547;1033,453;1136,798
ABATIBLECERR;15;2700;NOGAL;C.NG;900;867,211;1075,147;925,628;925,628;1075,147;1182,662
ABATIBLECERR;15;2700;NOGAL;C.NG;1000;885,8;1116,84;950,707;950,707;1116,84;1228,525
ABATIBLECERR;15;2700;NOGAL;C.NG;1100;904,39;1158,535;845,749;845,749;1158,535;1274,388
ABATIBLECERR;15;2500;NOGAL;C.NG;600;779,786;896,349;811,96;811,96;896,349;985,984
ABATIBLECERR;15;2500;NOGAL;C.NG;800;796,411;932,401;833,948;833,948;932,401;1025,641
ABATIBLECERR;15;2500;NOGAL;C.NG;700;813,037;968,455;855,935;855,935;968,455;1065,3
ABATIBLECERR;15;2500;NOGAL;C.NG;900;829,662;1004,507;877,923;877,923;1004,507;1104,958
ABATIBLECERR;15;2500;NOGAL;C.NG;1000;846,287;1040,559;899,911;899,911;1040,559;1144,615
ABATIBLECERR;15;2500;NOGAL;C.NG;1100;883,922;1119,241;950,032;950,032;1119,241;1231,165
ABATIBLECERR;15;2700;ESPECIAL;ESP;600;761,917;914,402;804,756;804,756;914,402;1005,843
ABATIBLECERR;15;2700;ESPECIAL;ESP;800;780,417;958,318;830,396;830,396;958,318;1054,15
ABATIBLECERR;15;2700;ESPECIAL;ESP;700;798,919;1002,234;856,037;856,037;1002,234;1102,457
ABATIBLECERR;15;2700;ESPECIAL;ESP;900;817,42;1046,15;881,677;881,677;1046,15;1150,765
ABATIBLECERR;15;2700;ESPECIAL;ESP;1000;835,921;1090,065;907,318;907,318;1090,065;1199,071
ABATIBLECERR;15;2700;ESPECIAL;ESP;1100;854,422;1133,98;932,959;932,959;1133,98;1247,378
ABATIBLECERR;15;2500;ESPECIAL;ESP;600;729,611;857,83;765,003;765,003;857,83;943,613
ABATIBLECERR;15;2500;ESPECIAL;ESP;800;745,951;895,539;787,241;787,241;895,539;985,093
ABATIBLECERR;15;2500;ESPECIAL;ESP;700;680,506;933,25;809,48;809,48;933,25;1026,575
ABATIBLECERR;15;2500;ESPECIAL;ESP;900;778,631;970,96;831,719;831,719;970,96;1068,056
ABATIBLECERR;15;2500;ESPECIAL;ESP;1000;794,97;1008,669;853,956;853,956;1008,669;1109,536
ABATIBLECERR;15;2500;ESPECIAL;ESP;1100;834,421;1093,272;907,141;907,141;1093,272;1202,599
;;;;;;;;;;;
